Ep,Step,Reward,Total_reward,Action,Epsilon,Done,Termination_Code
1,1,0,0,5,1,0
1,2,0,0,0,1,0
1,3,0,0,4,1,0
1,4,0,0,1,1,0
1,5,-3,-3,2,1,0
1,6,-3,-6,4,1,0
1,7,-3,-9,0,1,0
1,8,-3,-12,5,1,0
1,9,-3,-15,0,1,0
1,10,0,-15,2,1,0
1,11,0,-15,4,1,0
1,12,-3,-18,3,1,0
1,13,0,-18,2,1,0
1,14,-13,-31,3,1,1
2,1,-1,-1,3,1,0
2,2,0,-1,2,1,0
2,3,-1,-2,0,1,0
2,4,-3,-5,2,1,0
2,5,-3,-8,4,1,0
2,6,-3,-11,5,1,0
2,7,-3,-14,4,1,0
2,8,-1,-15,3,1,0
2,9,-3,-18,3,1,0
2,10,0,-18,3,1,0
2,11,0,-18,5,1,0
2,12,-10,-28,5,1,1
3,1,-1,-1,3,1,0
3,2,-3,-4,3,1,0
3,3,-3,-7,4,1,0
3,4,-1,-8,2,1,0
3,5,0,-8,2,1,0
3,6,0,-8,4,1,0
3,7,0,-8,5,1,0
3,8,-1,-9,3,1,0
3,9,-13,-22,3,1,1
4,1,0,0,3,1,0
4,2,0,0,4,1,0
4,3,0,0,2,1,0
4,4,0,0,2,1,0
4,5,0,0,4,1,0
4,6,-10,-10,2,1,1
5,1,-1,-1,1,1,0
5,2,-3,-4,0,1,0
5,3,-3,-7,4,1,0
5,4,-3,-10,5,1,0
5,5,-3,-13,3,1,0
5,6,-13,-26,2,1,1
6,1,0,0,3,1,0
6,2,0,0,4,1,0
6,3,-3,-3,1,1,0
6,4,-3,-6,4,1,0
6,5,0,-6,0,1,0
6,6,0,-6,2,1,0
6,7,0,-6,3,1,0
6,8,-3,-9,1,1,0
6,9,0,-9,2,1,0
6,10,-13,-22,3,1,1
7,1,0,0,1,1,0
7,2,0,0,2,1,0
7,3,0,0,4,1,0
7,4,0,0,0,1,0
7,5,0,0,5,1,0
7,6,0,0,3,1,0
7,7,0,0,3,1,0
7,8,0,0,0,1,0
7,9,50,50,5,1,0
7,10,-1,49,2,1,0
7,11,-10,39,1,1,1
8,1,0,0,3,1,0
8,2,0,0,5,1,0
8,3,0,0,0,1,0
8,4,0,0,4,1,0
8,5,-1,-1,2,1,0
8,6,-1,-2,5,1,0
8,7,-1,-3,5,1,0
8,8,-10,-13,3,1,1
9,1,-1,-1,5,1,0
9,2,-1,-2,4,1,0
9,3,-1,-3,5,1,0
9,4,0,-3,1,1,0
9,5,-1,-4,2,1,0
9,6,-13,-17,0,1,1
10,1,50,50,5,1,0
10,2,0,50,3,1,0
10,3,0,50,4,1,0
10,4,-1,49,1,1,0
10,5,-3,46,1,1,0
10,6,-1,45,0,1,0
10,7,0,45,0,1,0
10,8,-11,34,1,1,1
11,1,-3,-3,5,1,0
11,2,0,-3,1,1,0
11,3,0,-3,3,1,0
11,4,-1,-4,0,1,0
11,5,0,-4,0,1,0
11,6,-1,-5,0,1,0
11,7,0,-5,1,1,0
11,8,-10,-15,3,1,1
12,1,-1,-1,2,1,0
12,2,0,-1,2,1,0
12,3,0,-1,2,1,0
12,4,0,-1,3,1,0
12,5,-1,-2,1,1,0
12,6,-1,-3,5,1,0
12,7,-11,-14,5,1,1
13,1,0,0,1,1,0
13,2,0,0,4,1,0
13,3,0,0,3,1,0
13,4,0,0,1,1,0
13,5,0,0,2,1,0
13,6,0,0,4,1,0
13,7,0,0,5,1,0
13,8,0,0,3,1,0
13,9,0,0,4,1,0
13,10,0,0,2,1,0
13,11,0,0,0,1,0
13,12,0,0,3,1,0
13,13,0,0,1,1,0
13,14,0,0,1,1,0
13,15,0,0,4,1,0
13,16,0,0,1,1,0
13,17,0,0,5,1,0
13,18,0,0,1,1,0
13,19,0,0,0,1,0
13,20,0,0,5,1,0
13,21,0,0,3,1,0
13,22,-1,-1,0,1,0
13,23,-1,-2,4,1,0
13,24,-10,-12,3,1,1
14,1,-1,-1,0,1,0
14,2,0,-1,0,1,0
14,3,0,-1,4,1,0
14,4,0,-1,2,1,0
14,5,0,-1,3,1,0
14,6,-1,-2,3,1,0
14,7,-1,-3,5,1,0
14,8,-3,-6,0,1,0
14,9,-11,-17,1,1,1
15,1,0,0,0,1,0
15,2,0,0,4,1,0
15,3,0,0,5,1,0
15,4,-1,-1,1,1,0
15,5,-3,-4,2,1,0
15,6,-1,-5,3,1,0
15,7,0,-5,0,1,0
15,8,-11,-16,1,1,1
16,1,0,0,5,1,0
16,2,-1,-1,1,1,0
16,3,-1,-2,5,1,0
16,4,0,-2,2,1,0
16,5,0,-2,5,1,0
16,6,-10,-12,2,1,1
17,1,0,0,0,1,0
17,2,0,0,4,1,0
17,3,-1,-1,2,1,0
17,4,0,-1,3,1,0
17,5,0,-1,4,1,0
17,6,-1,-2,2,1,0
17,7,0,-2,3,1,0
17,8,-3,-5,0,1,0
17,9,-3,-8,4,1,0
17,10,0,-8,1,1,0
17,11,0,-8,5,1,0
17,12,-1,-9,2,1,0
17,13,-11,-20,5,1,1
18,1,-3,-3,1,1,0
18,2,-3,-6,1,1,0
18,3,-3,-9,4,1,0
18,4,0,-9,2,1,0
18,5,0,-9,2,1,0
18,6,0,-9,3,1,0
18,7,0,-9,0,1,0
18,8,0,-9,4,1,0
18,9,-3,-12,3,1,0
18,10,-3,-15,5,1,0
18,11,-3,-18,4,1,0
18,12,0,-18,3,1,0
18,13,-13,-31,2,1,1
19,1,0,0,1,1,0
19,2,-1,-1,1,1,0
19,3,-1,-2,5,1,0
19,4,-1,-3,4,1,0
19,5,-1,-4,5,1,0
19,6,0,-4,0,1,0
19,7,0,-4,5,1,0
19,8,-10,-14,5,1,1
20,1,0,0,4,1,0
20,2,0,0,4,1,0
20,3,0,0,4,1,0
20,4,0,0,2,1,0
20,5,0,0,5,1,0
20,6,-1,-1,0,1,0
20,7,0,-1,0,1,0
20,8,-1,-2,1,1,0
20,9,-1,-3,5,1,0
20,10,-11,-14,5,1,1
21,1,0,0,4,1,0
21,2,0,0,5,1,0
21,3,0,0,1,1,0
21,4,-3,-3,1,1,0
21,5,0,-3,3,1,0
21,6,-10,-13,0,1,1
22,1,-3,-3,0,1,0
22,2,0,-3,3,1,0
22,3,0,-3,4,1,0
22,4,0,-3,5,1,0
22,5,0,-3,1,1,0
22,6,0,-3,2,1,0
22,7,0,-3,3,1,0
22,8,0,-3,4,1,0
22,9,-3,-6,3,1,0
22,10,-3,-9,4,1,0
22,11,-3,-12,5,1,0
22,12,0,-12,1,1,0
22,13,-3,-15,1,1,0
22,14,-3,-18,4,1,0
22,15,-3,-21,5,1,0
22,16,-3,-24,1,1,0
22,17,0,-24,3,1,0
22,18,0,-24,0,1,0
22,19,-3,-27,0,1,0
22,20,-3,-30,4,1,0
22,21,0,-30,2,1,0
22,22,0,-30,2,1,0
22,23,0,-30,1,1,0
22,24,0,-30,0,1,0
22,25,0,-30,4,1,0
22,26,0,-30,5,1,0
22,27,0,-30,5,1,0
22,28,0,-30,4,1,0
22,29,0,-30,5,1,0
22,30,0,-30,1,1,0
22,31,-3,-33,3,1,0
22,32,0,-33,2,1,0
22,33,-10,-43,1,1,1
23,1,-1,-1,0,1,0
23,2,0,-1,0,1,0
23,3,0,-1,4,1,0
23,4,-1,-2,0,1,0
23,5,0,-2,3,1,0
23,6,0,-2,1,1,0
23,7,0,-2,3,1,0
23,8,0,-2,0,1,0
23,9,0,-2,4,1,0
23,10,0,-2,4,1,0
23,11,0,-2,5,1,0
23,12,0,-2,5,1,0
23,13,0,-2,3,1,0
23,14,-1,-3,3,1,0
23,15,-1,-4,4,1,0
23,16,0,-4,1,1,0
23,17,-3,-7,3,1,0
23,18,-3,-10,4,1,0
23,19,0,-10,2,1,0
23,20,-1,-11,0,1,0
23,21,-1,-12,4,1,0
23,22,0,-12,0,1,0
23,23,-1,-13,1,1,0
23,24,0,-13,0,1,0
23,25,-3,-16,2,1,0
23,26,-3,-19,4,1,0
23,27,0,-19,3,1,0
23,28,0,-19,5,1,0
23,29,-13,-32,2,1,1
24,1,0,0,4,1,0
24,2,0,0,1,1,0
24,3,0,0,5,1,0
24,4,0,0,1,1,0
24,5,0,0,1,1,0
24,6,0,0,4,1,0
24,7,0,0,5,1,0
24,8,0,0,4,1,0
24,9,-1,-1,3,1,0
24,10,-3,-4,3,1,0
24,11,-10,-14,1,1,1
25,1,0,0,5,1,0
25,2,-1,-1,0,1,0
25,3,0,-1,3,1,0
25,4,-1,-2,2,1,0
25,5,0,-2,2,1,0
25,6,0,-2,4,1,0
25,7,-1,-3,3,1,0
25,8,0,-3,2,1,0
25,9,0,-3,4,1,0
25,10,0,-3,0,1,0
25,11,-10,-13,5,1,1
26,1,0,0,2,1,0
26,2,0,0,2,1,0
26,3,-10,-10,2,1,1
27,1,0,0,0,1,0
27,2,0,0,0,1,0
27,3,0,0,4,1,0
27,4,0,0,2,1,0
27,5,0,0,3,1,0
27,6,-10,-10,3,1,1
28,1,0,0,2,1,0
28,2,-10,-10,2,1,1
29,1,-2,-2,4,1,0
29,2,0,-2,1,1,0
29,3,0,-2,0,1,0
29,4,0,-2,1,1,0
29,5,-3,-5,2,1,0
29,6,0,-5,3,1,0
29,7,0,-5,0,1,0
29,8,0,-5,2,1,0
29,9,0,-5,5,1,0
29,10,-3,-8,2,1,0
29,11,0,-8,1,1,0
29,12,-13,-21,0,1,1
30,1,-2,-2,4,1,0
30,2,-2,-4,5,1,0
30,3,0,-4,2,1,0
30,4,0,-4,5,1,0
30,5,0,-4,1,1,0
30,6,0,-4,4,1,0
30,7,0,-4,0,1,0
30,8,0,-4,4,1,0
30,9,0,-4,3,1,0
30,10,0,-4,4,1,0
30,11,0,-4,4,1,0
30,12,0,-4,0,1,0
30,13,0,-4,4,1,0
30,14,50,46,5,1,0
30,15,0,46,3,1,0
30,16,0,46,1,1,0
30,17,0,46,0,1,0
30,18,0,46,4,1,0
30,19,0,46,3,1,0
30,20,0,46,1,1,0
30,21,0,46,5,1,0
30,22,-13,33,1,1,1
31,1,-1,-1,1,1,0
31,2,-1,-2,4,1,0
31,3,-3,-5,0,1,0
31,4,-3,-8,0,1,0
31,5,-3,-11,4,1,0
31,6,-3,-14,5,1,0
31,7,0,-14,2,1,0
31,8,-3,-17,2,1,0
31,9,-13,-30,2,1,1
32,1,0,0,1,1,0
32,2,0,0,4,1,0
32,3,0,0,2,1,0
32,4,50,50,5,1,0
32,5,0,50,1,1,0
32,6,-1,49,3,1,0
32,7,-1,48,3,1,0
32,8,-1,47,2,1,0
32,9,-11,36,3,1,1
33,1,0,0,3,1,0
33,2,-3,-3,3,1,0
33,3,0,-3,3,1,0
33,4,-3,-6,3,1,0
33,5,-1,-7,0,1,0
33,6,-1,-8,5,1,0
33,7,-10,-18,2,1,1
34,1,-3,-3,0,1,0
34,2,0,-3,0,1,0
34,3,-3,-6,1,1,0
34,4,0,-6,1,1,0
34,5,-13,-19,0,1,1
35,1,-1,-1,3,1,0
35,2,-1,-2,5,1,0
35,3,-3,-5,1,1,0
35,4,0,-5,3,1,0
35,5,0,-5,1,1,0
35,6,0,-5,1,1,0
35,7,0,-5,1,1,0
35,8,-1,-6,1,1,0
35,9,-1,-7,4,1,0
35,10,0,-7,1,1,0
35,11,0,-7,3,1,0
35,12,0,-7,1,1,0
35,13,-10,-17,1,1,1
36,1,0,0,3,1,0
36,2,-3,-3,3,1,0
36,3,-10,-13,0,1,1
37,1,0,0,3,1,0
37,2,0,0,1,1,0
37,3,0,0,5,1,0
37,4,0,0,2,1,0
37,5,-1,-1,0,1,0
37,6,-1,-2,4,1,0
37,7,-1,-3,4,1,0
37,8,-1,-4,5,1,0
37,9,0,-4,0,1,0
37,10,0,-4,4,1,0
37,11,0,-4,2,1,0
37,12,0,-4,1,1,0
37,13,0,-4,0,1,0
37,14,-3,-7,2,1,0
37,15,0,-7,1,1,0
37,16,0,-7,2,1,0
37,17,-1,-8,1,1,0
37,18,-1,-9,5,1,0
37,19,-10,-19,2,1,1
38,1,0,0,0,1,0
38,2,0,0,0,1,0
38,3,0,0,4,1,0
38,4,-1,-1,2,1,0
38,5,0,-1,1,1,0
38,6,0,-1,2,1,0
38,7,0,-1,4,1,0
38,8,-3,-4,2,1,0
38,9,-3,-7,5,1,0
38,10,0,-7,2,1,0
38,11,-3,-10,3,1,0
38,12,0,-10,3,1,0
38,13,0,-10,1,1,0
38,14,0,-10,0,1,0
38,15,0,-10,5,1,0
38,16,-13,-23,0,1,1
39,1,0,0,4,1,0
39,2,-3,-3,0,1,0
39,3,-3,-6,2,1,0
39,4,0,-6,1,1,0
39,5,-13,-19,0,1,1
40,1,0,0,4,1,0
40,2,0,0,4,1,0
40,3,0,0,5,1,0
40,4,-3,-3,3,1,0
40,5,0,-3,0,1,0
40,6,0,-3,0,1,0
40,7,-3,-6,3,1,0
40,8,0,-6,0,1,0
40,9,-3,-9,1,1,0
40,10,0,-9,1,1,0
40,11,-13,-22,0,1,1
41,1,0,0,2,1,0
41,2,-3,-3,2,1,0
41,3,-3,-6,2,1,0
41,4,-3,-9,5,1,0
41,5,0,-9,0,1,0
41,6,0,-9,4,1,0
41,7,-3,-12,0,1,0
41,8,-3,-15,2,1,0
41,9,0,-15,2,1,0
41,10,0,-15,4,1,0
41,11,0,-15,4,1,0
41,12,0,-15,1,1,0
41,13,0,-15,4,1,0
41,14,0,-15,0,1,0
41,15,0,-15,2,1,0
41,16,0,-15,4,1,0
41,17,0,-15,4,1,0
41,18,-1,-16,0,1,0
41,19,-1,-17,4,1,0
41,20,0,-17,0,1,0
41,21,0,-17,2,1,0
41,22,0,-17,0,1,0
41,23,-3,-20,0,1,0
41,24,0,-20,3,1,0
41,25,0,-20,1,1,0
41,26,0,-20,5,1,0
41,27,0,-20,0,1,0
41,28,0,-20,4,1,0
41,29,50,30,5,1,0
41,30,0,30,0,1,0
41,31,0,30,1,1,0
41,32,0,30,1,1,0
41,33,0,30,4,1,0
41,34,0,30,0,1,0
41,35,0,30,1,1,0
41,36,0,30,2,1,0
41,37,-13,17,0,1,1
42,1,-1,-1,3,1,0
42,2,0,-1,1,1,0
42,3,0,-1,5,1,0
42,4,-11,-12,0,1,1
43,1,-1,-1,2,1,0
43,2,-1,-2,5,1,0
43,3,0,-2,1,1,0
43,4,-1,-3,3,1,0
43,5,-11,-14,5,1,1
44,1,-1,-1,4,1,0
44,2,-1,-2,4,1,0
44,3,-3,-5,1,1,0
44,4,-1,-6,0,1,0
44,5,-1,-7,4,1,0
44,6,-13,-20,1,1,1
45,1,0,0,3,1,0
45,2,-10,-10,1,1,1
46,1,0,0,0,1,0
46,2,-10,-10,3,1,1
47,1,0,0,4,1,0
47,2,0,0,5,1,0
47,3,0,0,5,1,0
47,4,0,0,5,1,0
47,5,-3,-3,2,1,0
47,6,0,-3,3,1,0
47,7,-13,-16,2,1,1
48,1,0,0,5,1,0
48,2,0,0,1,1,0
48,3,0,0,4,1,0
48,4,-1,-1,3,1,0
48,5,0,-1,2,1,0
48,6,0,-1,0,1,0
48,7,0,-1,1,1,0
48,8,0,-1,4,1,0
48,9,0,-1,0,1,0
48,10,0,-1,1,1,0
48,11,-1,-2,3,1,0
48,12,0,-2,1,1,0
48,13,0,-2,4,1,0
48,14,0,-2,3,1,0
48,15,0,-2,3,1,0
48,16,50,48,5,1,0
48,17,-10,38,1,1,1
49,1,-3,-3,2,1,0
49,2,0,-3,2,1,0
49,3,0,-3,0,1,0
49,4,0,-3,4,1,0
49,5,0,-3,4,1,0
49,6,0,-3,4,1,0
49,7,0,-3,3,1,0
49,8,0,-3,5,1,0
49,9,0,-3,3,1,0
49,10,0,-3,2,1,0
49,11,0,-3,2,1,0
49,12,0,-3,5,1,0
49,13,-10,-13,0,1,1
50,1,0,0,3,1,0
50,2,0,0,4,1,0
50,3,0,0,5,1,0
50,4,0,0,4,1,0
50,5,0,0,4,1,0
50,6,0,0,0,1,0
50,7,-3,-3,2,1,0
50,8,0,-3,1,1,0
50,9,0,-3,5,1,0
50,10,0,-3,4,1,0
50,11,0,-3,1,1,0
50,12,0,-3,1,1,0
50,13,0,-3,5,1,0
50,14,0,-3,0,1,0
50,15,0,-3,4,1,0
50,16,0,-3,4,1,0
50,17,0,-3,4,1,0
50,18,0,-3,2,1,0
50,19,-1,-4,2,1,0
50,20,0,-4,2,1,0
50,21,-1,-5,3,1,0
50,22,0,-5,0,1,0
50,23,0,-5,0,1,0
50,24,0,-5,1,1,0
50,25,-1,-6,1,1,0
50,26,0,-6,2,1,0
50,27,-11,-17,1,1,1
51,1,-1,-1,3,1,0
51,2,-3,-4,0,1,0
51,3,-3,-7,3,1,0
51,4,-10,-17,3,1,1
52,1,0,0,0,1,0
52,2,0,0,2,1,0
52,3,0,0,4,1,0
52,4,-10,-10,0,1,1
53,1,-1,-1,5,1,0
53,2,-1,-2,2,1,0
53,3,-1,-3,3,1,0
53,4,0,-3,3,1,0
53,5,0,-3,1,1,0
53,6,0,-3,0,1,0
53,7,0,-3,1,1,0
53,8,0,-3,2,1,0
53,9,-10,-13,1,1,1
54,1,0,0,5,1,0
54,2,0,0,4,1,0
54,3,0,0,0,1,0
54,4,0,0,4,1,0
54,5,0,0,1,1,0
54,6,0,0,0,1,0
54,7,-1,-1,0,1,0
54,8,-1,-2,5,1,0
54,9,-1,-3,5,1,0
54,10,-10,-13,3,1,1
55,1,0,0,1,1,0
55,2,0,0,2,1,0
55,3,0,0,2,1,0
55,4,0,0,3,1,0
55,5,0,0,5,1,0
55,6,0,0,3,1,0
55,7,0,0,1,1,0
55,8,-1,-1,3,1,0
55,9,-1,-2,4,1,0
55,10,-3,-5,1,1,0
55,11,0,-5,2,1,0
55,12,-3,-8,3,1,0
55,13,-3,-11,4,1,0
55,14,-3,-14,4,1,0
55,15,-1,-15,0,1,0
55,16,-1,-16,4,1,0
55,17,-3,-19,3,1,0
55,18,0,-19,0,1,0
55,19,0,-19,0,1,0
55,20,-13,-32,0,1,1
56,1,0,0,2,1,0
56,2,0,0,3,1,0
56,3,-1,-1,0,1,0
56,4,0,-1,0,1,0
56,5,0,-1,2,1,0
56,6,0,-1,3,1,0
56,7,0,-1,0,1,0
56,8,0,-1,4,1,0
56,9,0,-1,2,1,0
56,10,50,49,5,1,0
56,11,50,99,5,1,0
56,12,0,99,0,1,0
56,13,0,99,1,1,0
56,14,0,99,4,1,0
56,15,0,99,4,1,0
56,16,0,99,3,1,0
56,17,0,99,0,1,0
56,18,0,99,3,1,0
56,19,0,99,0,1,0
56,20,0,99,0,1,0
56,21,0,99,4,1,0
56,22,0,99,2,1,0
56,23,0,99,0,1,0
56,24,0,99,3,1,0
56,25,0,99,3,1,0
56,26,0,99,2,1,0
56,27,0,99,0,1,0
56,28,-1,98,2,1,0
56,29,0,98,3,1,0
56,30,0,98,4,1,0
56,31,-1,97,2,1,0
56,32,-1,96,4,1,0
56,33,-1,95,5,1,0
56,34,0,95,1,1,0
56,35,-10,85,2,1,1
57,1,0,0,3,1,0
57,2,0,0,0,1,0
57,3,0,0,4,1,0
57,4,0,0,5,1,0
57,5,0,0,5,1,0
57,6,0,0,5,1,0
57,7,0,0,4,1,0
57,8,0,0,2,1,0
57,9,0,0,5,1,0
57,10,0,0,5,1,0
57,11,0,0,1,1,0
57,12,0,0,3,1,0
57,13,0,0,0,1,0
57,14,0,0,2,1,0
57,15,0,0,2,1,0
57,16,-13,-13,2,1,1
58,1,0,0,1,1,0
58,2,0,0,4,1,0
58,3,0,0,4,1,0
58,4,0,0,2,1,0
58,5,0,0,5,1,0
58,6,0,0,3,1,0
58,7,0,0,2,1,0
58,8,0,0,0,1,0
58,9,0,0,4,1,0
58,10,0,0,3,1,0
58,11,0,0,4,1,0
58,12,0,0,1,1,0
58,13,-1,-1,3,1,0
58,14,0,-1,2,1,0
58,15,0,-1,0,1,0
58,16,0,-1,2,1,0
58,17,0,-1,1,1,0
58,18,0,-1,1,1,0
58,19,0,-1,4,1,0
58,20,-1,-2,2,1,0
58,21,0,-2,1,1,0
58,22,-3,-5,1,1,0
58,23,-1,-6,1,1,0
58,24,-10,-16,3,1,1
59,1,-3,-3,5,1,0
59,2,-3,-6,3,1,0
59,3,-3,-9,5,1,0
59,4,-13,-22,5,1,1
60,1,-1,-1,3,1,0
60,2,0,-1,0,1,0
60,3,-1,-2,2,1,0
60,4,-1,-3,4,1,0
60,5,0,-3,1,1,0
60,6,0,-3,5,1,0
60,7,-3,-6,1,1,0
60,8,-11,-17,2,1,1
61,1,0,0,3,1,0
61,2,0,0,2,1,0
61,3,-3,-3,2,1,0
61,4,0,-3,1,1,0
61,5,0,-3,3,1,0
61,6,-10,-13,1,1,1
62,1,0,0,1,1,0
62,2,0,0,5,1,0
62,3,-1,-1,2,1,0
62,4,0,-1,3,1,0
62,5,0,-1,5,1,0
62,6,-11,-12,0,1,1
63,1,0,0,5,1,0
63,2,0,0,3,1,0
63,3,0,0,4,1,0
63,4,0,0,0,1,0
63,5,-1,-1,3,1,0
63,6,-1,-2,5,1,0
63,7,-1,-3,5,1,0
63,8,0,-3,0,1,0
63,9,0,-3,5,1,0
63,10,-11,-14,1,1,1
64,1,0,0,1,1,0
64,2,-3,-3,0,1,0
64,3,-3,-6,2,1,0
64,4,-3,-9,2,1,0
64,5,0,-9,2,1,0
64,6,0,-9,4,1,0
64,7,0,-9,4,1,0
64,8,0,-9,0,1,0
64,9,0,-9,4,1,0
64,10,0,-9,5,1,0
64,11,-3,-12,3,1,0
64,12,0,-12,2,1,0
64,13,0,-12,1,1,0
64,14,0,-12,0,1,0
64,15,0,-12,4,1,0
64,16,0,-12,0,1,0
64,17,0,-12,1,1,0
64,18,0,-12,4,1,0
64,19,0,-12,1,1,0
64,20,50,38,5,1,0
64,21,-3,35,3,1,0
64,22,-3,32,5,1,0
64,23,0,32,1,1,0
64,24,-13,19,0,1,1
65,1,0,0,0,1,0
65,2,-1,-1,0,1,0
65,3,0,-1,2,1,0
65,4,-1,-2,1,1,0
65,5,0,-2,2,1,0
65,6,0,-2,4,1,0
65,7,0,-2,5,1,0
65,8,0,-2,5,1,0
65,9,0,-2,4,1,0
65,10,-1,-3,1,1,0
65,11,0,-3,2,1,0
65,12,0,-3,4,1,0
65,13,0,-3,4,1,0
65,14,-1,-4,3,1,0
65,15,0,-4,0,1,0
65,16,0,-4,0,1,0
65,17,0,-4,1,1,0
65,18,0,-4,5,1,0
65,19,0,-4,2,1,0
65,20,0,-4,4,1,0
65,21,0,-4,0,1,0
65,22,0,-4,5,1,0
65,23,0,-4,4,1,0
65,24,-10,-14,2,1,1
66,1,0,0,5,1,0
66,2,0,0,5,1,0
66,3,0,0,3,1,0
66,4,0,0,2,1,0
66,5,0,0,2,1,0
66,6,0,0,1,1,0
66,7,0,0,0,1,0
66,8,0,0,1,1,0
66,9,0,0,3,1,0
66,10,0,0,0,1,0
66,11,0,0,5,1,0
66,12,0,0,0,1,0
66,13,0,0,2,1,0
66,14,-10,-10,2,1,1
67,1,-1,-1,4,1,0
67,2,0,-1,2,1,0
67,3,50,49,5,1,0
67,4,-1,48,0,1,0
67,5,0,48,2,1,0
67,6,50,98,5,1,0
67,7,-11,87,3,1,1
68,1,-3,-3,1,1,0
68,2,0,-3,1,1,0
68,3,-3,-6,0,1,0
68,4,-3,-9,2,1,0
68,5,-3,-12,5,1,0
68,6,-10,-22,2,1,1
69,1,-1,-1,3,1,0
69,2,0,-1,2,1,0
69,3,-3,-4,0,1,0
69,4,-3,-7,5,1,0
69,5,-3,-10,5,1,0
69,6,-3,-13,4,1,0
69,7,0,-13,3,1,0
69,8,0,-13,0,1,0
69,9,0,-13,3,1,0
69,10,0,-13,5,1,0
69,11,0,-13,1,1,0
69,12,-10,-23,3,1,1
70,1,0,0,0,1,0
70,2,0,0,5,1,0
70,3,0,0,1,1,0
70,4,0,0,3,1,0
70,5,0,0,3,1,0
70,6,0,0,5,1,0
70,7,-1,-1,1,1,0
70,8,0,-1,0,1,0
70,9,0,-1,2,1,0
70,10,-10,-11,0,1,1
71,1,-3,-3,2,1,0
71,2,-3,-6,4,1,0
71,3,0,-6,1,1,0
71,4,-3,-9,3,1,0
71,5,-3,-12,5,1,0
71,6,0,-12,3,1,0
71,7,0,-12,4,1,0
71,8,0,-12,3,1,0
71,9,0,-12,2,1,0
71,10,0,-12,5,1,0
71,11,0,-12,0,1,0
71,12,0,-12,2,1,0
71,13,0,-12,0,1,0
71,14,0,-12,5,1,0
71,15,-13,-25,0,1,1
72,1,0,0,4,1,0
72,2,-10,-10,1,1,1
73,1,0,0,3,1,0
73,2,0,0,0,1,0
73,3,0,0,3,1,0
73,4,0,0,4,1,0
